pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	rank
GOBP_NEURON_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	0.0479697033452556	0.255262586962496	-0.497254920445264	-1.4197391099443	455	26	PRKN,FBXW7,TNF,RACK1,ATF4,HIF1A,GFER,MEAK7,TSC1,REST,PARP1,ENDOG,TBC1D24,SLC1A1	2174
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	0.0479902804495292	0.255262586962496	-0.41270528426992	-1.33066769773549	473	68	RIPOR2,EPS8L2,FYN,TMPRSS3,TNF,CDC14A,MBP,HEXB,GRAP,SERPINB6,P2RX4,CLIC5,WHRN,RPL38,CXCR4,KCNQ1,EML2,CDH23,CDKN2D	2175
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	0.0479239619809905	0.255262586962496	-0.356658837779888	-1.23170676230939	478	182	FOXP1,RORA,TNFAIP3,BIRC3,NOD2,DNAJA1,DDX17,FABP5,RNF14,DDRGK1,RXRA,PML,ACTN4,OASL,PRCP,CLPB,RARA,SAFB,PUM2,ZCCHC3,TRIP4,NFKBIA,DAXX,PIM1,CITED2,ESR2,VPS11,HSPA1A,PPARD,BIRC2,RHOA,TRIM25,PPARA,UFD1,NOP53,SEC14L1,NR3C2,ARNT,VPS18,LSM14A,KDM4C,NR1H3,PARP1,NR2C2,NODAL,NR1H2,SAFB2,NCOR1,ESRRA,THRA,NCOA2,RARG,CALCOCO1,DHX58,ZBTB7A,NCOA4,OTULIN,FAM120B,SREBF1,STAT3,CNOT2,RIPK2,CALR,CNOT1,IRF3,TLR4,TRERF1,CARM1,TRIM68,GPER1,UFL1,PHB2,KDM1A,TIFA,HDAC6,ITCH,PUM1,NR1D1,EP300,USP15,LBH,EZH2,CNOT9,ARID1A,NR4A1,NEDD4	2176
HP_ABNORMALITY_OF_CIRCULATING_ADRENOCORTICOTROPIN_LEVEL	0.0482715008431703	0.255743556245792	-0.501800921374115	-1.42402694237964	457	25	DAXX,PDGFB,CDH23,AIP,TXNRD2,NF2,NFKB2,TRAF7,PRKACA,SMARCE1,GNAS,POR,ARMC5,PRKAR1A,BAP1,PIK3CA,SUFU,SMARCB1,LHX4	2177
HP_CELLULITIS	0.0482492705293872	0.255743556245792	-0.480185312406754	-1.40771334045147	462	31	IL2RA,LMNA,RAC2,PIEZO1,CXCR4,PIK3R1,PLCG2,PSTPIP1,CYBB,MPEG1,CD79B,TNFRSF1A	2178
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	0.0482625482625483	0.255743556245792	-0.420813853105789	-1.34163839079754	474	61	TBK1,ATG2A,NOD2,PIP4K2A,HIF1A,VDAC1,RALB,GNAI3,SESN2,FYCO1,IKBKG,AMBRA1,BECN1,SNX30,BNIP3L,TSC1,HMOX1,SNX18,UVRAG,WDR24,MOAP1,SCOC,SLC25A5,RIPK2,NOD1,PIP4K2C,SMCR8,MAPK3,EPM2A,HTT	2179
GOBP_SENSORY_SYSTEM_DEVELOPMENT	0.0481529682650916	0.255743556245792	-0.36213571345736	-1.24282128744946	480	163	VIM,BAK1,PRDM1,PBX4,JUN,PLAAT3,SMAD3,TGFBR2,ATP2B1,ATF4,GNB1,SLC25A25,ARHGAP35,HIF1A,BCL2,SLC4A5,SERPINF1,FZR1,RARA,SCO2,JMJD6,TGFBR1,RPL24,ITGAM,SDK2,YY1,CITED2,AGTPBP1,NOTCH1,FRS2,LPCAT1,SPRED2,SMARCD3,SRF,PSEN1,PFDN5,BLOC1S3,BCL11B,SIPA1L3,GATA3,NF2,SCAPER,NKD1,WNT5B,BAX,CLIC4,IFT140,KDM2B,WDPCP,FLT1,NOTCH2,DLG1,RARG,TOPORS,PKNOX1,TENT2,CDKN1B,SLC1A1,SKI,STAT3,ATF6,RING1,IMPDH2,RPGRIP1L,BBS4,USP45	2180
HP_REDUCED_CONSCIOUSNESS_CONFUSION	0.0482048204820482	0.255743556245792	-0.340781868951477	-1.19658279617901	481	268	TBK1,HLA-B,RPL26,TRAF3,GNA11,RPS10,RPS19,RPL27,IL12RB1,NDUFS7,IVD,PRRT2,GCH1,RPS28,ERCC5,ATP5F1D,RPL18,RPL31,DMPK,ZNF365,SCO2,RPL5,RPS26,STAG2,NDUFA1,STAT4,HFE,RPS7,UBAC2,KYNU,FGFR1,YY1,PDGFB,KCNQ1,RPS20,BCKDHB,EIF2B2,GBA,RPS15A,NAXE,TGIF1,UNC13D,TXNRD2,STXBP2,IRF5,POMT1,TWNK,ARSA,TG,ETFB,NDUFV2,PSEN1,SLC25A19,NF2,CDKN1A,ADA2,FBP1,GLYCTK,RPL35,UCP2,COX5A,HLCS,NFKB2,NODAL,SLC2A3,RPS17,TRAF7,CCR1,POLG,CUBN,THRA,PRPS1,LONP1,RPS24,CHRNB1,TBC1D24,SMARCE1,NDUFS8,CDKN1B,UNC93B1,PCCA,EIF2B5,SLC2A1,GNAS,STAT3,NDUFB10,LYRM7,NAXD,ACADVL,STAT6,BOLA3,NDUFB9,FIG4,TLR4,NAA10,PPOX,SLC39A4,DPYD,EPM2A,BRAF,HTT,BAP1,GLUD1,TSPOAP1,NDUFA11,CACNA1A,PIK3CA,NDUFS2,CPOX,HADHA,POLR3K,NDUFS1,SUFU,ETFA,ACADS,MMACHC,AUH,ABAT,TIMMDC1,PRDM8,RYR1,ERCC4,INSR,TBP,SMARCB1,MCCC1,HMBS,EIF2B3,ISCA2,LHX4,TNPO3,HADHB	2181
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING	0.0483368505677821	0.255887498029444	-0.386780076865676	-1.28977766572789	480	100	PTK2,PIK3C2B,PRR5L,PLEKHA1,EZR,TNF,SEMA4D,MAZ,ZFP36L1,PIK3R5,PLD2,PPP1R16B,BECN1,LIME1,PIK3R1,FGFR1,PDGFB,INPP5F,IGF1R,BTN2A2,PPARD,OSM,IRS1,NOP53,PLCB2,DIPK2A,GATA3,MYDGF,ERBB2,FCGR3A,FLT1,PLCL1,SLC9A3R1,CD28,RGL2,PLCL2,PI4KB,HTR2B,PLCB3,FGR,PITPNM2,GPER1,SIRT2	2182
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	0.0484118067613114	0.256082027556676	-0.437022494341092	-1.36272641991204	473	50	HLA-B,HLA-A,HLA-C,TAPBP,CTSS,HFE,HLA-E,TAP1,TAP2,LGMN,B2M,DNM2,HLA-DRB5,SLC11A1,CTSL,HLA-G,TAPBPL,HLA-DRA,HLA-DMA	2183
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	0.048469643753136	0.256185766903405	-0.381192922898473	-1.27920491083446	482	110	S100A4,MMP28,CASK,S100A6,TGFB1,ANXA6,CSTB,CTSS,S100A9,LGALS3,HNRNPM,SERPINF1,SPON1,ADAMTS10,CD151,SERPINB6,LGALS1,S100A8,TIMP1,MXRA7,PLOD3,PDGFB,S100A10,FBLN5	2184
GOBP_SYNCYTIUM_FORMATION	0.0486537062064664	0.256602032681825	-0.476078462746718	-1.40290836745177	467	32	RIPOR2,CAPN2,CD53,MYH9,TNFSF14,EHD1,TCTA,NFATC2,IL4R,TYROBP,CXCL10,PLEKHO1,CFLAR,CAMK1	2185
HP_DELAYED_ABILITY_TO_WALK	0.0486632622409132	0.256602032681825	-0.364437530572866	-1.24803784356863	485	155	FOXP1,TRIM2,RORA,CELF2,ADARB1,CASK,ARID1B,KMT2E,PPP2CA,SHOC2,XYLT1,HECW2,HUWE1,SPG11,TRAPPC9,NDUFA12,DOCK3,NCAPG2,STAG2,NDUFA1,ABCA2,TMEM63A,NBEA,CHD3,YY1,RPL10,SLC37A4,TMEM222,FUS,SLC12A2,IQSEC1,DPF2,PIGO,SMARCD1,KPTN,KLHL15,BCL11B,P4HTM,CSNK2B,MAPK8IP3,ATG7,ZNF407,LMNB2,SET,CREBBP,PPP2R5D,CUBN,CUL3,HNRNPK,SMARCA2,SPOP,SLC25A42,ZSWIM6,SETD5,ATP6V1A,MRPS25,MTPAP,TCF20,TRIO,PIGC,AMPD2,PCYT2,DPM3,KDM1A,DAG1,CDK13	2186
HP_ABNORMAL_FETAL_MORPHOLOGY	0.0486340438306815	0.256602032681825	-0.355700648461434	-1.2292311347407	485	185	RPL26,RASA2,RPS10,RPS19,IL7R,RPL27,ADARB1,NPC1,EPB41,PACS1,PIEZO1,SLC27A4,TMEM106B,CSGALNACT1,RPS28,RPL18,KANSL1,RPL31,SPTB,RPL5,RPS26,RPS7,GTF2IRD1,RRAS,DCLRE1C,RPS20,FLNB,GBA,RPS15A,DDX6,TTC7A,PEX11B,BCL7B,PIGO,CHMP2B,SPRED2,PSEN1,GNB2,MECOM,SMC3,RIT1,ZNF699,ADA2,ATP6V1B2,RPL35,CTSA,HLCS,PEX1,LZTR1,RPS17,TRAF7,WASHC5,PRKCD,HNRNPK,BUB1,RPS24,PIGL,TBC1D24,TRIM37,PEX19,DNAJC30,TBL2,POR,NDUFB10,HRAS,GRN,EIF5A,FIG4	2187
GENTILE_UV_RESPONSE_CLUSTER_D9	0.102837636014508	0.257150162902145	-0.486644665221582	-1.33408826139688	963	21	SWAP70,PRRC2C,CITED2,NAP1L1,CCSER2,TGIF1,LPCAT1,KIAA0232,KLF9	2188
VALK_AML_WITH_EVI1	0.103071598529094	0.257176704192336	-0.509437962229431	-1.34400823407014	952	17	PIK3C2B,SPTBN1,NPDC1,MSRB1,PPP1R16B,CRIM1,CFD,RNASE2	2189
MACLACHLAN_BRCA1_TARGETS_UP	0.103072564828939	0.257176704192336	-0.515927675794936	-1.34302719289139	945	16	ARHGDIA,TIMP1,RHOA,GADD45A,PCNA,LFNG,CDKN1A,CDK16,RAC1,CDK4,CDC34,TIMP2,TOP1	2190
MANN_RESPONSE_TO_AMIFOSTINE_UP	0.103291958985429	0.257443980384336	-0.501823986316565	-1.33740506858995	956	18	S100A4,ZFP36L1,MYC,NEDD8,CDKN1A	2191
GOBP_RIG_I_SIGNALING_PATHWAY	0.0489038785834739	0.25747099454643	-0.501192170765035	-1.42229941014207	463	25	BIRC3,OASL,CLPB,PUM2,ZCCHC3,BIRC2,TRIM25,UFD1,NOP53,SEC14L1,LSM14A	2192
GOBP_REGULATION_OF_AUTOPHAGY	0.0489048904890489	0.25747099454643	-0.337221819001059	-1.18843929102802	488	294	FOXO1,ERN1,IL10RA,TBK1,PRKN,FBXW7,NPC1,ATG2A,NOD2,CPTP,PIP4K2A,PLEKHF1,HIF1A,SOGA1,OSBPL7,VDAC1,BCL2,ATP6V1G1,TAB2,RALB,SLC7A5,GNAI3,USP36,SESN2,FYCO1,IKBKG,RNF5,DAPK2,EIF4G2,AMBRA1,BECN1,BAD,ZMPSTE24,SMG1,ATG16L1,IFI16,GBA,IFNG,ATP6V0D1,CAMKK2,KAT5,HTRA2,CDK5,EEF1A1,RB1CC1,DAPK3,CHMP4B,FOXO3,SNX30,ATM,TRIB3,ULK2,TLK2,BNIP3L,GPR137,ZKSCAN3,TSC1,TRIM27,RHEB,RAB39B,HMOX1,GOLGA2,UBQLN4,CASP3,STK11,SNX6,ATP6V1B2,EHMT2,CTSA,TSPO,SNX18,KLHL22,ATP6V0E2,UVRAG,TBC1D14,VPS29,HMGB1,WDR24,CLEC16A,PRKACA,CDK16,ENDOG,PLK2,MTDH,MOAP1,ATP6V1C1,TFEB,TP53INP1,SREBF1,STAT3,SCOC,SEC22B,ATF6,SLC25A5,RIPK2,RPTOR,ATG101,SNRNP70,NOD1,FEZ1,ATP6V1A,HSPB1,PIP4K2C,HTR2B,RRAGB,CLN3,CAPN1,SMCR8,TRIM68,SIRT2,MAPK3,UFL1,CCNY,EPM2A,HTT,SREBF2,KAT8,MTOR,VPS26B,NLRP6,PIK3CA,HDAC6,PLK3,TRIM38,USP30,DRAM1,WIPI1,MCL1,KEAP1,EP300,PIK3C3,ATG5,MLST8,CALCOCO2,GPR137B,NEDD4,PIK3R2,ERCC4,MTMR3,RNF31,RMC1,WDR45,CSNK2A2,VPS13D,ORMDL3,ITPR1,SPTLC1,LRRK2,ATP6V0A1,SCFD1,EIF4G1,USP10,SUPT5H,PSAP,DAPK1,SNX32,PIM2,MAPT,TP53,VPS26A,PIK3CB,MTMR9,UBQLN2,LEPR,PYCARD,GSK3A,TRIM65,ULK1,AKT1,DNM1L,ATP6V1G2,TICAM1,TPCN2	2193
KUMAR_TARGETS_OF_MLL_AF9_FUSION	0.103589641035896	0.257905588377101	-0.32731693136268	-1.14888763723005	1035	270	ELOVL5,ITK,GZMA,MYO1D,ABLIM1,PFKP,ATXN10,PRKCA,IL7R,FYN,ATP1B3,PRKCQ,TCF7,HDAC7,CXCR3,ACOT9,LTB,MBNL1,ENO1,UBE2B,PML,DMPK,KIAA2013,SPATA13,ST6GAL1,MID1IP1,ZDHHC14,TBXAS1,PHTF2,ZCCHC3,TFB2M,CMPK2,CCNG2,RAP1A,RPS6KC1,PTP4A3,CD27,RNF220,CXXC5,HIVEP2,PDE7A,IFI16,CITED2,CAMK2D,CIDEB,SLC12A2,EIF2S2,CXCR5,ANXA1,LPCAT1,ATM,METTL9,DTD1,RABGGTB,GDPD3,IDH1,CTSW,HSPA4,ICOS,GLG1,GATA3,PCBP2,SLC31A1,ZFPM1,ATG7,FBP1,ISG15,IGLC1,OGFOD2,TRAC,RGS9,ARL6IP4,GSTO1,SIT1,VTA1,KANK3,SFMBT2,KMT2A,MTDH,LSG1,HINT2,MCOLN2,VPS53,SMAGP,MR1,DDAH2,NFIX,OTUD5,SRGAP2,ABHD8,ADAR,FRAT2,ZNF362,FERMT3,RSAD2,MEF2C,RUSC1,ST6GALNAC4	2194
GOBP_MUSCLE_ORGAN_MORPHOGENESIS	0.0490329325666492	0.257942475715607	-0.484404763338284	-1.40655582669445	468	29	TGFBR3,ADARB1,TGFB1,BMPR1A,SMAD7,TGFBR1,NOTCH1,ENG,SMTNL1,ZFPM1,FKBP1A,S1PR1,ARID5B,SMAD4,RBPJ	2195
GOMF_STEROL_BINDING	0.0491567256273139	0.258389834997691	-0.451754300250113	-1.37894116941743	477	42	RORA,NPC1,GRAMD1B,ANXA6,OSBPL5,OSBPL7,VDAC1,ABCG1,GPR183,OSBP,INSIG2,SYP,VDAC2,NR1H3,TSPO,ABCA1	2196
GOMF_TRANSCRIPTION_FACTOR_BINDING	0.0491950804919508	0.258389834997691	-0.323175925799205	-1.15482473170903	491	453	FOXP1,RORA,NCL,YWHAZ,ZBTB16,RUNX2,RUNX3,JUN,ETS1,CRTC3,MEF2D,DNAJA1,PSMC5,STRN,HIRA,SMAD3,TPT1,HDAC7,MAP3K10,RNF14,DDRGK1,NCOA3,ENO1,RXRA,ATF4,ACTN4,HIF1A,OASL,APBB1,BCL2,RPL23,RARA,PRKCB,FOS,ACTB,NCAPG2,USF2,STAT5B,PTMA,TRIP4,NFKBIA,DNMT3A,CPNE1,NEK6,PTPN2,MYC,RPS3,DAXX,HDAC4,YY1,CXXC5,CGGBP1,IFI16,NPM1,PIM1,CITED2,NUCKS1,IKZF4,KAT5,CREB1,TP53BP2,MED25,DAPK3,HDAC5,PPARD,FOXO3,PRKDC,AIP,MED29,CCNT1,DRAP1,JUND,COMMD6,PPARA,PCNA,COMMD7,BCL3,FAF1,STAT1,SMARCD3,SRF,ARNT,NFATC2,STK4,TACC1,GATA3,CSNK2B,CTDP1,ZFPM1,TAF6,TFDP1,FLNA,RUVBL2,BCL6,FBP1,REST,THRAP3,CHD6,EHMT2,KDM4C,RBBP8,RUVBL1,PARP1,UBXN7,CCDC62,NR1H2,HMGB1,MDFIC,MED16,CREBBP,ZNF644,VHL,NOTCH2,SETD1A,NCOR1,EDF1,NFATC1,THRA,MED24,TP53BP1,NCOA2,RARG,HNRNPF,MTDH,TLE4,PHF12,SETD3,TAF13,POLR1E,ZBTB7A,THAP7,SMARCE1,GTF2A2,NFATC3,NSD1,SREBF1,UBE2I,SKI,CREB3,STAT3,CNOT2,PBXIP1,MED12L,RPTOR,CALR,SPI1,DGKQ,CNOT1,SMAD4,GABARAPL1,BBS2,ZMYND8,HSPB1,MEF2C,HCFC1,BCL10,MED4,FAM89B,TRERF1,KAT6B,RBPJ,BBS4,NLRP3,IGHMBP2,MAPK14,TOB2,RB1,TRIM68,ELOC,SIRT2,FBL,TCF3,NAB1,KAT8,ATF2,MTOR,PHB2,KDM1A,PHF1,SP3,ID2,MTA2,RBX1,HDAC6,TCERG1,PSMC1,TAF1B,WIPI1,ANXA4,ZBTB17,SYVN1,NR1D1,KEAP1,ARRB1,EP300,EZH2,SUFU,BCOR,KAT6A,ARID1A,BAIAP2,NR4A1,MEF2A,DCAF1,VGLL4,BAZ2A,ERCC4,BRF1,NCOA7,ZNF618,SETD6,ELOB,TBP,SMARCB1,PURA,NCOR2,RNF25,MAX,ANKRD42,CCNT2,ZNF653,APBB2,TRIP12,MMS19	2197
GOCC_PROTEASOME_CORE_COMPLEX	0.0492542118253031	0.258497829015804	-0.534325674402217	-1.44370702077992	458	19	PSMA1,PSMB9,PSMB8,PSMB10,PSMB3,PSMB1,PSMB6	2198
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.0493417746960104	0.258754752748562	-0.390535666964341	-1.29590209886637	490	94	AHNAK,BAK1,FYN,PDE4B,PML,VDAC1,BCL2,CALM1,P2RX4,LIME1,PRKCE,P2RX7,PLCG2,CORO1A,CAMK2D,CDK5,STIM1,UBASH3B,CRACR2A,CACNB1,BIN1,THADA,FKBP1A,AKAP6,BAX,LYN,STIM2,GSTO1,CXCL10,PRKACA,NTSR1,GNB5,GPR35,SELENON,ATP1B1,P2RX5,GPER1,PPP3CB,HTT,PPP3CC,GSTM2,JSRP1,DIAPH1,CABP4,ATG5,YWHAE	2199
PODAR_RESPONSE_TO_ADAPHOSTIN_UP	0.104160401002506	0.259045335681938	-0.358001813123968	-1.20563753206471	1038	121	CD44,NEAT1,JUN,ISG20,DUSP1,FYN,FTH1,PRDM4,IER5,ATF4,SAT1,ZFP36L1,PPP1R15A,RAP2B,YPEL5,CCNG2,RPS6KC1,CLEC2B,ATF3,NAP1L1,HSPA1A,RB1CC1,CCSER2,NIBAN1,ANXA1,DDIT4,JUND,GADD45A,TRIB3,MAFG,IFRD1,CCPG1,HMOX1,DUSP5,NFE2L1,ZNF267,GOLGA2,CYTIP	2200
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	0.104395604395604	0.259348993368495	-0.399999450743382	-1.25977347841124	1025	56	PRKCA,LEPROTL1,ENO1,MAZ,MPP1,CKLF,CALM1,PTBP1,PGK1,SIAH2,CENPA,PLEC,STIP1,PLIN3,FKBP1A,LYN,PPP2R5D,ASCC1,RAB4A,EPOR,GAPVD1,MCM3,TKT,MICB,BCL2L1,ATP2B4,UBE2G1,ACIN1,DELE1,FHL1	2201
GOMF_WW_DOMAIN_BINDING	0.0495145631067961	0.259457859219506	-0.541401970109977	-1.44669102477712	458	18	NDFIP1,WBP11,NDFIP2,TNK2,DNM2,FAM189B,LITAF	2202
ZWANG_EGF_INTERVAL_DN	0.104556835252879	0.259468423414342	-0.352067740875739	-1.1962177406065	1043	138	MMP28,FYB1,RPL12,KLF8,AKAP13,NDUFS7,AGFG2,SAMSN1,MBP,OSBPL7,SPATA13,ST6GAL1,NUDT2,RALGDS,RPS6KA5,HFE,MRTFA,PIK3R1,PLAAT4,MXRA7,SPSB1,REEP4,CXXC5,PPDPF,MATN2,DAPK3,ANKRD11,AP4M1,BTG1,ARSA,RNF141,JADE2,CITED4,CRACR2A,KLF10,LY6E,MXD3,SCAPER,EIF3A,KLF9,CCNL1,EIF4A1,PRKCD,IKZF5,ZFP36,PNPO,NDUFS8,CA5B,SREBF1,DUSP10,LLGL2,YPEL3,ABHD8,MADD,RING1,CLN3,KIAA1191,TRERF1,KAT6B,OVOL2,FGD4,GABARAP,MINDY1,BCAR3,DELE1,KLF3,ARMC7,GLRX,ZBTB11-AS1,ING4,TMEM256,TMEM101,HCFC1R1,IRF2BPL,RHOB	2203
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	0.0495569412536922	0.259477047095504	-0.563467310580696	-1.45307790269359	452	15	PHLDB2,SMAD3,TGFB1,RUNX1,CLASP1,RGCC,CFLAR,RB1,DAG1,TNXB	2204
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	0.0496396304943661	0.259707106614552	-0.417311488389795	-1.33521387368411	488	63	HLA-B,HLA-A,HLA-C,RAC2,TAPBP,RAB11FIP1,MCOLN1,HLA-E,TAP1,TAP2,CORO1A,ATP6V0D1,B2M,DNM2,RAB8B,SLC11A1,HLA-G,CYBB,ATP6V0E2,OCRL,APPL2,RAB7A,RAB10,SEC22B,CALR,HLA-F,HVCN1,CLEC4E,TLR1,STX4,PIP4P2,RAB43,RAB9A,LAMP1,PIK3C3,ATG5	2205
BROWNE_HCMV_INFECTION_30MIN_DN	0.10480129110349	0.25979390324357	-0.377427951118709	-1.23343125987644	1038	82	RIPOR2,GPSM3,RABGAP1L,DDX17,RPSA,RUFY3,TNFRSF1B,LAPTM5,ITGB2,CDC42,ZNF124,DLGAP1,TRAF3IP3,IFNG,EEF1A1,RSRP1,SIRPA,GNRH1,EEA1,VAV1,XCL2,NR1H3,RGS3,SZRD1,CUBN,NTSR1,TAF13,RANBP6,GSAP,RHCE,ZNF749,ITSN2,GZMK,CDH13,TMEM186,SUCO,RER1,ATG5,GALK2	2206
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	0.105030053780449	0.260079819998456	-0.468448762349183	-1.32180735739153	995	25	IL10RA,IL2RB,CXCR3,LTB,TNF,CCR7,TNFRSF1B,ITGAM,IFNG,CXCR5	2207
GOBP_SODIUM_ION_TRANSPORT	0.0498392282958199	0.260344901043324	-0.389575347576883	-1.29360028898953	495	95	FXYD7,SLC9A9,WNK1,UTRN,ATP1B3,GPD1L,FXYD5,FXYD1,DMPK,ACTN4,HECW2,SLC9A6,SLC4A5,SLC38A1,P2RX4,PRKCE,ANK3,P2RX7,KCNQ1,SLC6A6,SLC5A3,CAMK2D,DNM2,SLC12A2,SLC23A2	2208
HP_FOCAL_ONSET_SEIZURE	0.049814944483345	0.260344901043324	-0.350628789274413	-1.2177554280428	497	204	AFF3,TBK1,CEP85L,AKT3,TRAF3,STRADA,ATXN10,SPTBN1,CASK,PACS1,TGFB1,PRRT2,EZR,KANSL1,GNB1,TNIK,TRAPPC9,DPAGT1,ARF1,MBD5,NBEA,PDGFB,PIGP,HIVEP2,ST3GAL3,RPL10,CLIP1,NAA20,VPS11,DOCK7,ASH1L,MED25,PIGQ,SLC12A2,IQSEC1,CIC,NSUN2,SETD1B,VAMP2,TSC1,CHD2,KCNQ5,NEMF,GNB2,CSNK2B,NF2,SYNGAP1,RAB11A,FLNA,CAMTA1,ATP6V1B2,ARFGEF2,SET,PDSS2,TRAF7,NUS1,CUX2,POLG,PTPN23,TBC1D24,UBE4A,PNKP,SMARCE1,UNC93B1,NSD1,SLC2A1,ACSF3,MED12L,KCTD7,CACNA1D,FIG4,CHAMP1,SPATA5L1,PIGC,DPYD,CLN5,PCYT2,ALKBH8,EPM2A,GAMT,MTOR,BAP1,COQ2,CACNA1A	2209
GOBP_PROTEIN_O_LINKED_MANNOSYLATION	0.05	0.260778210116732	0.43492866184702	1.56391711282871	39	16	TMTC2,LARGE1,TMTC4,POMT2,LARGE2	2210
GOBP_LYMPHOCYTE_CHEMOTAXIS	0.0499788672865596	0.260778210116732	-0.505813390477909	-1.42539236743203	472	24	WNK1,CKLF,ADAM8,TNFSF14,GPR183,GAS6,SLC12A2,NEDD9,PLEC,XCL2,CXCL10	2211
MCCABE_BOUND_BY_HOXC6	0.1055	0.260961704422869	-0.330439752534543	-1.15375940282163	1054	240	TLE5,CD69,SKAP1,TNFAIP8,RPS11,KLF8,PIEZO1,TPT1,ATP2A2,CHSY1,RUNX1,MPP1,RHOF,APBB1,MYO9B,RFX7,DBNL,RFLNA,JMJD6,WDR86,IKBKG,BLOC1S1,GFER,PLXDC1,AMBRA1,OSBP,DDHD1,CHCHD5,PLAAT4,ASAP1,SMG1,MCRIP1,CHD9,VPS11,DOCK7,RNASE2,SRGN,CYTH3,DGKE,CCDC92,UBL7,CXCR5,ATM,RBAK,BTRC,FCHSD2,AVPI1,BTBD11,TSC22D1,TOB1,PSEN1,SIPA1L1,SYNE3,NUP210,FBXL14,CCDC91,GLG1,CASP1,SGMS1,ZNF785,WDHD1,PAK2,SLC38A10,NPIPB3,NPAT,PEMT,NFKB2,MINDY4,PDS5B,CLPTM1L,SULF2,RARG,ZFYVE27,ACTR10	2212
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	0.0500812677773263	0.26099895539941	-0.420472676641556	-1.3382861063012	492	60	LRP6,GNG2,CTNNA1,ADAM15,GRAMD1B,ATP2B1,GNB1,XRN1,OSBPL7,FOS,RPLP0,DNMT3A,PRKCE,IGF1R,CREB1,FOXO3,SLC23A2,MAP4K1,CYBB,FBP1,KLF9,ADCY7	2213
GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	0.0501853150355605	0.26133798086117	-0.368900509154045	-1.25679892172418	500	139	ERN1,ELOVL5,HLA-B,HLA-A,HLA-C,RTN4,TAPBP,SARAF,MMGT1,SLC37A1,DPAGT1,DERL1,HLA-E,SLC27A5,ELOVL1,ZMPSTE24,SLC35B1,FICD,TAP1,SPPL3,TAP2,SLC37A4,HM13,B2M,STIM1,HLA-DRB5,HLA-G,WDR83OS,DPM2,SGMS1,INSIG2,HLA-DRA,ERGIC3,RRBP1,GPAA1,EMC9,EMC8,PREB,ESYT2,PLPP6,XXYLT1,ZFYVE27,INSIG1,SEC62,TBL2,ATF6,CALR,HLA-F,GRAMD1A,CLN3,EIF2AK3,HLA-DQA1,BCAP31,PGAP3,SREBF2,DPM3,EMC6,TRAM1,RCE1,TM7SF2,CAMLG,HSD11B1,SLC35B2,CD74,SYVN1,TEX261,BSCL2,EXT1,ERGIC1	2214
GOBP_STEM_CELL_DIVISION	0.050269869827495	0.26157505247195	-0.509434281295662	-1.42546805078967	474	23	ZBTB16,ZFP36L2,HOXB4,NCOA3,MLLT3,CDK2AP2,NOTCH1,FUT10	2215
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0.0504015215553677	0.262029001696536	-0.50546081438941	-1.42439880088171	476	24	ITK,TXK,GNA15,PRKCZ,FGFR1,GNAQ,PLCB2,C5AR1,FLT1,LPAR2,HRAS,HTR2B,ARL1,PHB2,S1PR4	2216
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	0.0504353047132993	0.262029001696536	-0.354938714001806	-1.22632042620717	503	184	FOXO1,TRABD2A,TLE5,TNFAIP3,PRKN,WNK1,PPP1CA,MACF1,SMAD3,TGFB1,TIAM1,NLE1,MLLT3,NFKB1,RACK1,PPP2CA,UBE2B,CSNK1G2,INVS,CCDC88C,TLE2,GRB10,TMEM131L,CCNYL1,UBAC2,RNF220,SIAH2,RNF213,PIN1,GNAQ,NOTCH1,WWOX,FRMD8,DAPK3,PTPRO,FOXO3,BTRC,CSNK1G3,USP47,EGR1,PSEN1,PFDN5,FAM53B,STK4,ITGA3,USP34,RUVBL2,STK11,NKD1,WNT5B,RUVBL1,JRK,MDFIC,LMBR1L,NFATC1,SULF2,SLC9A3R1,TLE4,RPS12,OTULIN,CTNNBIP1,SKI,OTUD5,GSKIP,ATP6AP2,PBXIP1,NXN,TBL1XR1,ANKRD6,RBPJ,MAPK14,APC,RBMS3,HMGXB4,CCNY,CSNK1A1,CSNK1D,ZRANB1,CDC73	2217
