pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	rank
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	0.000105932203389831	0.00396822649868476	-0.63882858281655	-1.92523142348516	0	25	RPL13A,TPM4,RPL7A,RPL5,NOP53,RACK1,RPL4,RPL3,LPCAT1,EIF3D,EIF3K,EEF1B2,RPS3,RPLP0,EIF3L	11
DITTMER_PTHLH_TARGETS_DN	0.000101905635381637	0.00396822649868476	-0.561167077200747	-1.910666615935	0	56	PTK2,LRRFIP1,LMNA,ITGA6,ACTG1,GLS,SP110,RGS10,TCP1,MYH9,TBC1D1,YME1L1,IVNS1ABP,ZDHHC7,CREB1,MT2A,KDELR2,PIK3R1,HSP90AA1	12
HAHTOLA_SEZARY_SYNDROM_DN	0.000104482290251802	0.00396822649868476	-0.606047778702828	-1.89330102056811	0	31	BACH2,IL2RB,ZBTB16,TXK,HOPX,BCL2,IRF8,KLRB1,CTSW,KDM2A,SPON2	13
MARSON_FOXP3_TARGETS_UP	0.000101719051978436	0.00396822649868476	-0.547758683922681	-1.87892874863223	0	60	S100A4,TNFRSF4,CD44,VIM,STK10,CELF2,CORO1A,S100A6,RAC2,ETS1,CRIP1,MALAT1,IRF8,PNP,TIAM1,PSMB8,MYH9,NCF4,RSRP1,TNK2,CAPG,EP300,RCSD1,OSBPL9,GM2A,SNX18,S100A10,TGFBR1,DDIT4,MCL1,SWAP70,SAMHD1,CYB5A,HNRNPLL,ZNF260,PPM1B,NKG7,SLC9A3R1,CD2,CSNK1D	14
LUI_THYROID_CANCER_PAX8_PPARG_DN	0.000103305785123967	0.00396822649868476	-0.573623498595239	-1.869561743003	0	41	YWHAZ,DNAJA1,ATXN10,ETHE1,RTN4,RPL21,RPL18A,HINT1,HSP90AB1,RPL10A,TMEM109,RPS2,EIF3F,ERGIC3,SKP1,EIF3K,RPL17,B2M,FKBP1A,RPS12,FBL,AKR1B1,TMEM147	15
HSIAO_HOUSEKEEPING_GENES	9.99900009999e-05	0.00396822649868476	-0.478368161498422	-1.86330864439884	0	369	HLA-B,YWHAZ,TMSB4X,NCL,TLE5,TMSB10,RPL29,CFL1,RPS9,ABLIM1,RPL13A,PTP4A2,RPL12,HLA-A,RPS11,RPS10,RPL28,VIM,RPL13,FYN,DUSP1,RPL27,IQGAP1,ISG20,CCNI,ACTG1,RFTN1,FTH1,RPL21,SEC61B,RPS19,SPTBN1,RPL37A,RPL18A,HINT1,RPL19,HSP90AB1,RPS21,UQCRB,RPSA,CAP1,CAPN2,CHI3L2,RPL7A,CSTB,RPL10A,RPL24,PSME1,MSN,PGK1,EZR,RPLP2,RPL18,LASP1,RPS15,RACK1,COX6B1,MAZ,TPT1,MYH9,RPL31,RPS2,RPS26,ARF1,RPL4,GNB1,RPL3,ATF4,RPS28,RPS15A,PIM1,RPL38,BECN1,NACA,MT2A,CLIC1,RPL41,IFITM1,UBA52,GSTO1,EIF1,RPS18,EEF2,DDX39B,PSMB3,COX4I1,ACTB,EIF3F,RPS8,RPS14,ENO1,EEF1B2,CLTA,HMGN2,RPL17,ATP5MC2,RPS27A,LGALS3,PABPC1,RPS3,ALDOA,HSP90AA1,RPLP0,CAST,SET,RPS7,NPM1,RPL39,CIRBP,PLP2,BRD2,RPS16,HNRNPF,EIF4G2,CSNK2B,FUS,SF3B2,CCT4,B2M,PSD,CASC3,HLA-E,FKBP1A,RPL23,ZFP36,ATP6V1F,SSR2,S100A10,SNRNP70,NDUFV2,RPLP1,LGALS1,HNRNPK,HDAC1,COPA,RPL34,NAP1L1,EIF4A1,PSMD2,FBL,FCGRT,RPN2,LTA4H,MLF2,CHKB,XPO1,FTL,JUND,HYAL2,SLC25A3,TMED10,TAGLN2,DAZAP2,CES2,NFKBIA,HMGB1,EEF1A1,RPL8,COPS6,ECHS1,ANP32B,RHOA,SERPINB6,UBE2D3,RPL6,BUD31,DYNLL1,NPIPB3,EIF4A2,CTDSP2,TXNIP,ARHGDIB	16
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	0.000100421771440048	0.00396822649868476	-0.513814888450723	-1.85709991199042	0	101	S100A4,TMSB4X,TMSB10,AIF1,PTPRC,HLA-A,TAPBP,IQGAP1,ATP1B3,S100A6,LYZ,PSMB9,PLD4,LAPTM5,TSPAN4,CD14,SH3GL1,CD53,CD52,S100A9,ITGB2,MT2A,CLIC1,NCF4,CYTIP,NFKBIZ,NCOA3,PLAC8,CTSS,LGALS3,HLA-DMA,IFI16,SELPLG,LCP2,SHISA5,CYBB,S100A8,RRAS,PLD3,CCR1,RBM3,MPEG1,HLA-DRB5,TAP1,LILRB3,CD7,APBB1IP,SAMHD1,SNX10,CSF1R,GRN,STX3,TRAF3IP2,PDK3,BTG2	17
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	0.000104482290251802	0.00396822649868476	-0.593103171818527	-1.85286190291742	0	31	MICAL2,BIRC3,IL32,IL7R,FYN,CRIP1,PTMS,RPS19BP1,MSN,DPP7,ANXA6,VCAN,NDRG2,LGALS1,ICAM3	18
LUI_TARGETS_OF_PAX8_PPARG_FUSION	0.000104482290251802	0.00396822649868476	-0.589173888489876	-1.84058677148775	0	31	DNAJA1,ATXN10,RTN4,RPL21,RPL18A,HINT1,HSP90AB1,RPL18,RPS2,ERGIC3,SKP1,EIF3K,RPL17,B2M,HLA-G,RPS12,FBL,TMEM147	19
LEE_LIVER_CANCER_MYC_UP	0.000104395030796534	0.00396822649868476	-0.586059347080752	-1.83985713484162	0	32	RPL13A,RPL12,RPL28,ACTG1,CSTB,RALB,RPLP2,RACK1,DMPK,RPL36,RPS14,SLC1A4,CISH,RPS16	20
ZHENG_FOXP3_TARGETS_IN_THYMUS_UP	0.0001000100010001	0.00396822649868476	-0.486559944071704	-1.83835890050295	0	190	TBC1D5,PSMA1,SLAMF1,CD84,GPRIN3,ARHGAP15,CD69,TNFAIP3,IL7R,ZBTB20,ITGA6,ZFP36L2,CELF2,PDE4B,MBNL1,TUBB4B,PIP4K2A,RAPGEF6,ABT1,RABGAP1L,WNK1,ETS1,PVT1,CDK17,ADD3,SMC5,RPL5,DOCK10,STAT4,TPP2,INPP4B,SGMS1,ATP2B1,AKAP13,RFX3,ATG16L1,UBAC2,NUP153,LDLRAD4,ELF1,STAT5B,SRSF2,FLI1,TBC1D15,PIK3R1,NFKBIZ,NUDCD3,NCOA3,ZBTB25,HIVEP2,IPCEF1,PHTF2,REEP3,IFI16,CAST,MAP3K1,NCK2,LINC-PINT,SIK3,KAT6B,CITED2,MALT1,CXCR4,PTBP3,PPP2R5C,CHD9,NSMCE2,L3MBTL3,CNOT2,ARHGEF3,VOPP1,CD28,LTA4H,MTFR1,ETNK1,FAM3C,ARL4A,IFNAR2,ELK3,JMJD1C,GPR183,SAMHD1,OTULIN,ANKRD12,EXOC6B	21
RODWELL_AGING_KIDNEY_UP	9.99900009999e-05	0.00396822649868476	-0.471277617859031	-1.83267538110665	0	352	HLA-B,IL10RA,GNG2,GMFG,BIRC3,IKZF1,IL32,TMSB10,CD69,ACTN1,PTPRC,GZMA,EMP3,RPL13A,RUNX2,RPL12,HLA-A,RUNX3,MYO1F,RPS10,RPL28,VIM,STK10,ARHGAP10,FYB1,TAPBP,CELF2,RPL27,PPP1R18,CORO1A,RFTN1,VASH1,RPS19,PRAG1,RAC2,CCM2,LYZ,KLF8,SLFN5,CRIP1,PSMB9,PAM,PSMB10,RGS10,CHI3L2,IL4I1,IRF8,FXYD5,CCND3,ODF3B,LTB,MAP4,ZCCHC7,RPLP2,LAPTM5,RPL18,LASP1,PSMB8,FAU,RNF166,CD14,FNBP1,RPS2,CD53,SLFN11,TRIM47,ITGB2,LDLRAD4,CLIC1,IFITM1,ITPR3,DEGS1,TPM3,NFIX,DPP3,LPCAT1,PLOD3,PLAAT4,P4HB,REEP4,NFKBIZ,ASAP1,SPON1,ATP8B2,NLRC5,NUS1,DLGAP1,LDLRAP1,ARHGAP30,TIMP1,TBXAS1,HLA-DMA,SPON2,JAML,PPP1R14B,RAB4B,SOCS3,DOCK11,KIAA0930,VCAN,TMEM243,IRAK2,SELPLG,LCP2,CXCR4,RIN3,HLA-E,KRTCAP2,SHISA5,BTN3A3,RGS19,CX3CR1,IGLC2,CYBC1,RPL10,JAZF1,HLA-G,RARRES1,CCR1,CD47,PTPRE,CMTM3,MPEG1,CARD8-AS1,TESC,VOPP1,PGLS,NUP62,RPS6KA1,LY6E,ARHGEF6,TAGLN2,FDXR,TAP1,ITGB2-AS1,BLOC1S4,ABRACL,IFNAR2,SYNGR2,RHOA,MGAT1,DOK1,ARL4C,MVP,APBB1IP,STS,SAMHD1,PSME2,RNASE6,SLC6A6,RNF213,ARHGDIB,ADAM8,CSF1R,RPL35,SVBP,GRN,ZFAS1,RPN1,NUB1,PARP14,CHST15	22
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	0.000100150225338007	0.00396822649868476	-0.49399647146598	-1.83145502491818	0	139	AFF3,COTL1,RIPOR2,BACH2,GMFG,LIMD2,TMSB10,ARHGAP15,EMB,ANKRD44,TNFAIP8,CELF2,ARHGEF18,CORO1A,LCP1,CYFIP2,ETS1,GPD1L,SH3BP5,CRIP1,BTG1,MYO1G,PUM2,PRKCB,PHC2,CKLF,RFX7,CLIC1,CD37,ANP32E,CBFB,CCR7,PLEKHA2,NUCKS1,BRD3,SERPINB1,DEK,ZFPM1,NEDD9,RCSD1,FUS,TMEM243,SBK1,RIN3,S100A10,CPSF6,PTBP3,USP25,NAP1L1,ZCCHC2,CXXC5,SLC25A37,CAMKK2,SH3KBP1,FRAT2,EZH2,RASGRP2,STAG2,UBE2D3,S1PR4	23
YU_MYC_TARGETS_DN	0.000102901831652603	0.00396822649868476	-0.554824034711175	-1.83122392769518	0	45	IL10RA,PTPRC,HLA-A,RBMS1,MACF1,IL4I1,BTG1,LTB,PLD4,ZCCHC7,PRKCB,CD37,GDI1,TXNDC16,HLA-DMA,ARHGEF1,IFI16,RGL2,BLK	24
ZHENG_BOUND_BY_FOXP3	9.99900009999e-05	0.00396822649868476	-0.468339196699271	-1.83081807390024	0	417	FOXP1,TBC1D5,PSMA1,SLAMF1,PAG1,GNG2,GPRIN3,TMSB4X,CAMK4,ARHGAP15,PRKCH,TNRC6B,SP100,SYNE2,CD44,CD69,PTPRC,TNFAIP3,ABLIM1,IL7R,IL2RA,ZBTB20,ITGA6,ANKRD44,ZFP36L2,PRDM1,JAK1,STK10,FYN,FYB1,MGAT5,CELF2,ACTR3,PDE4B,ATP1B3,MBNL1,LCP1,SPTBN1,UST,MACF1,PIP4K2A,LEPROTL1,RAPGEF6,PRAG1,ABT1,RABGAP1L,GRK6,ETS1,UTRN,BCL2,SMAD3,RBL2,PVT1,TGFBR2,RGS10,CDK17,ADD3,ELMO1,EPB41,MLLT3,PRKCQ,NINJ2,DOCK10,STAT4,TPP2,INPP4B,PARP8,SGMS1,SELL,ATP2B1,USF3,AKAP13,NDC80,ST6GAL1,USP6NL,CD53,SCML4,FAM107B,RFX3,UBAC2,CDC42SE2,CYTH1,NUP153,LDLRAD4,AMPH,ELF1,STAT5B,BTLA,FLI1,CCR7,TBC1D15,CD226,TRAF3IP3,CYTIP,CTLA4,MYNN,NFKBIZ,PYM1,NUDCD3,NCOA3,HERC3,ZBTB25,OPRM1,ANKRD55,HIVEP2,NUS1,PTPRK,ANKRD11,PHTF2,FBLN5,REEP3,WIPF1,IFI16,CAST,MAP3K1,CLEC2D,PDE7A,SAMSN1,SH2D1A,NCK2,SMAP2,RCSD1,RAP1A,SIK3,ANXA1,KAT6B,RHOH,CITED2,MALT1,MRTFA,DAD1,RMI2,ZBTB1,CX3CR1,UBASH3B,TMEM222,ANKH,NDUFV2,PPP1R3F,TET3,POLI,PTBP3,BANP,PPP2R5C,IFNG,ATXN7,NSMCE2,L3MBTL3,BICDL1,CNOT2,EXOC2,ARHGEF3,VOPP1,CD28,GIMAP6,IDH1,LTA4H,THADA,SH3KBP1,ETNK1,SLC23A2,CDKN1B,S1PR1,HEXIM1,FAM3C,TLK1,ARL4A,ICA1,IFNAR2,CIPC,ELK3,JMJD1C,MUC20,LSM5,APBB1IP,GPR183	25
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP	0.000101050929668553	0.00396822649868476	-0.517146874578658	-1.82075577234026	0	76	GPSM3,IKZF1,IL32,PRKAR1B,TNFAIP3,MAD1L1,VIM,FUT7,SPTBN1,CHI3L2,BTG1,TIAM1,LAPTM5,SELL,TCF7,SLC35B1,DMPK,SLC7A5,VDAC1,IFITM2,HYOU1,CLEC2B,USF2,GDI1,CAPRIN1,SPOCK2,LCP2,HLA-E,CX3CR1,CD47,RALGDS,PLEC,FCGRT	26
BURTON_ADIPOGENESIS_8	0.00010183299389002	0.00396822649868476	-0.526647864981444	-1.79949717944719	0	58	SPTAN1,TMSB10,CD99,EMP3,ZFP36L2,TAPBP,PHLDB2,CAP1,FXYD5,MSN,DAXX,MYH9,GNB1,SLC7A5,PLXNB2,SLC1A4,CAPG,SERPINF1,VCL,GBA,PDLIM7,PLD3,CTSA,CMTM3	27
PECE_MAMMARY_STEM_CELL_UP	0.000100321027287319	0.00396822649868476	-0.49239013610293	-1.7979003117143	0	114	TMSB10,RPL13A,RPS10,RPL28,RPL13,EPS8L2,ACTG1,RPS19,TUBB4B,RPL18A,HINT1,DUSP7,UQCRB,RPSA,RPL7A,CSTB,RPL10A,RPL24,RPS19BP1,NOP53,RPLP2,FAU,RPS2,RPS26,RPL22,CDC42SE2,RPS28,NACA,MT2A,RPL41,UBA52,RPS18,COX4I1,TRAPPC5,RPS14,EIF3K,RPS3,F11R,RPS7,ATP5MG,RPL39,ATP5F1E,SOCS3,RPS16,ABHD6,EDF1,RPLP1,EHD4,RPS12,CNP,ATP5ME	28
JISON_SICKLE_CELL_DISEASE_DN	0.000100050025012506	0.00396822649868476	-0.478448313924416	-1.79703664682508	0	171	RAP1GAP2,TLE5,RPL13A,RUNX3,RPL13,JAK1,FYN,MCF2L,ITPKB,ARHGEF18,RPL21,FAM102A,GLS,RPL19,RBL2,SMC5,RPL10A,BTG1,RPL24,RPL5,TSC22D3,ERCC5,RPL22,RPL4,TGFB1,RPS28,SRSF5,BTF3,NACA,SARAF,RPL41,ITPR3,EEF2,TUT4,SRSF2,CCR7,EIF3F,EIF3D,TRAF3IP3,EIF3K,EEF1B2,PRRC2C,EIF4B,USP9X,RPL17,RPS27A,IPCEF1,RPLP0,SET,RPS7,NPM1,CIRBP,OTUD3,SAP25,CXCR4,BRD1,VPS52,SNRNP70,ARHGEF7,RPLP1,ATP6V0E2,NAP1L1,MSH2,EIF4A1,DGKA,FNBP4,FBL,BBIP1,MSL1,TMED10,RPS20,IMPDH2,CCSER2,RASGRP2,EEF1A1,ZNF710-AS1,CSNK1E,ANP32B,RPL6,GPR183	29
LEE_DIFFERENTIATING_T_LYMPHOCYTE	0.0001000100010001	0.00396822649868476	-0.471673610483134	-1.78466548850032	0	195	PAG1,GMFG,ITK,IKZF1,ARHGAP15,AIF1,PRKCH,SEPTIN6,MYCBP2,PTPRC,IL7R,ZFP36L2,FYB1,TNFAIP8,CELF2,CORO1A,CD48,CYFIP2,SP110,RAC2,KMT2E,SLFN5,PSMB9,EPB41,TSTD1,BTG1,PRKCQ,CCND3,LTB,SEMA4D,LAPTM5,SELL,USF3,TCF7,AKAP13,FNBP1,PRKCB,CD53,ITGAL,FAM107B,CD52,LPXN,CYTH1,ITGB2,RBM33,TMEM131L,FLI1,ZNF207,TRAF3IP3,MDM4,SPATA13,UBASH3A,TAGAP,HDAC4,STAG3,IPCEF1,ARHGAP30,DCLRE1C,AQP3,UCP2,PDE7A,SH2D1A,BRD2,RCSD1,SELPLG,P2RY8,RHOH,CXCR4,FGFR1,ZNF586,FKBP5,EVL,LNPEP,TSPOAP1-AS1,EIF4A1,DGKA,INPP4A,CD3G,VAMP1,GTF3A,ARHGEF6,ITGB2-AS1,CD3D,MAP4K1,IFNAR2,NDUFS8,APBB1IP,NPIPB3,KLF13,CRACR2A,TXNIP,ARHGDIB,MGAT4A	30
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	0.000100644122383253	0.00396822649868476	-0.487576005013652	-1.74212708190032	0	88	S100A4,SND1,ZBTB16,BIRC3,FOSL2,TNFAIP3,NEAT1,PIK3C2B,TGFBR3,MALAT1,BTG1,PSME1,TSC22D3,KYNU,IFITM2,CAPZB,RSRP1,EEF2,CREG1,EIF4B,ANK3,BNIP3L,F11R,IFI16,AQP3,SAT1,CITED2,ENG,S100A8,RPLP1,FOS,RARRES1,MAFB,PC,SCPEP1,INSIG1,SELENOP,NFKBIA,THBS3	31
DER_IFN_GAMMA_RESPONSE_UP	0.000101512536798295	0.00396822649868476	-0.502067676915361	-1.73670964181655	0	64	BAK1,HLA-A,ZFP36L2,HLA-C,PML,SP110,PSMB9,PSMB10,GBP1,BTG1,PSME1,IL15RA,PSMB8,MAP3K10,IFITM1,CASP8,SRSF2,SKP1,FOSL1,IFI16,B2M,HLA-E,SF3A1,PPP5C	32
WIELAND_UP_BY_HBV_INFECTION	0.000100583383625025	0.00396822649868476	-0.481502751338102	-1.7243551009531	0	90	COTL1,HLA-B,IL10RA,CFL1,GZMA,HLA-A,TAPBP,ISG20,CD48,SP110,RAC2,LYZ,PSMB9,PSMB10,GBP1,PSME1,LAPTM5,CD53,LPXN,UBE2L6,PLAAT4,PLAC8,LGALS3,HLA-DMA,IFI16,UCP2,B2M,CXCR4,HLA-E,GM2A,BTN3A3,S100A10,IGLC2	33
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	0.000100150225338007	0.00396822649868476	-0.464719761581755	-1.72211017009656	0	138	S100A4,MICAL2,IL10RA,ZBTB16,BIRC3,GSE1,ACTN1,IL7R,ITGA6,RUNX3,ZFP36L2,STK10,FUT7,CSTA,CD48,DMTN,XYLT1,ZNF787,IRF8,CCND3,LTB,SH3BGRL3,DOK2,LAPTM5,NOD2,ITGAL,CD52,MBP,S100A9,SLC7A5,LDLRAD4,NCF4,RMND5B,CCR7,SLC16A3,PLAC8,LDLRAP1,APOBR,RASSF2,SLC1A4,AQP3,CAPG,PLP2,TNFSF13,SELPLG,LCP2,RHOH,CXCR4,CYBB,CAMK1,LGALS1,MAGEF1,ASRGL1,PDXK,TMEM156,TESC,CIAO1,RPS6KA1,JUND	34
WANG_HCP_PROSTATE_CANCER	0.000101132686084142	0.00396822649868476	-0.488866148103316	-1.71347240215957	0	72	AHNAK,SPTAN1,FOSL2,RPL28,DUSP1,FTH1,CRIP1,RPS21,B4GALT1,NOP53,PPP1R15A,MAPK8IP3,SLC39A8,GADD45B,GRB10,AUTS2,ZNF419,CITED2,SECTM1,FGFR1,FOXO3,REC8,RARRES1,JRKL,CTSA,PDXK,CRAT,LONP1,RETREG2,NCOR1,BPGM,TXNIP,TFEB,SIDT2,AEN,TAF1D,AFF1,TCFL5,ATF3,DGKD	35
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	0.000100040016006403	0.00396822649868476	-0.455849096205628	-1.70986086055376	0	167	S100A4,LRRFIP1,SP100,PTPRC,TNFAIP3,EMP3,RUNX2,MYO1F,TNFAIP8,SHC1,IQGAP1,CSTA,LCP1,RBMS1,RABGAP1L,RAC2,TGFBR2,FXYD5,FMNL1,IL15RA,LAPTM5,NOD2,CD14,KYNU,MYH9,ITGB2,CLIC1,NCF4,CNN2,CLEC2B,CASP8,GNA15,TRIM38,ITGAM,SLC16A3,TNFRSF1B,CYTIP,RAB11FIP1,HFE,SLC11A1,AMPD3,LGALS3,TIMP1,TMBIM1,WIPF1,CAST,UCP2,SAT1,HEXB,ANXA1,LCP2,ENG,MAPK13,LGALS1,RRAS,MAFB,SIGLEC9,ICAM3,PIGP,SCPEP1,LAMB1,LILRB3,CYTH4,CRYBG1,SYNGR2,MGAT1,RAB27A,MVP,SWAP70,TGOLN2,FCGR2A,PLBD1,GRN,C5AR1,PLA2G15,TNFRSF1A,MCUB	36
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	0.000101163378856854	0.00396822649868476	-0.485212382989778	-1.69797218723646	0	71	CD44,CD69,NEAT1,PDE4B,JUN,FCMR,ZBP1,LYZ,YPEL5,TSC22D3,MYO1G,SYTL1,CD37,ITGAM,PLAAT4,ABAT,YPEL2,DAPK2,F11R,MXD4,UCP2,SAT1,PLCXD2,LCP2,CX3CR1,GSDMB,MPEG1,TMEM156,CD27,HSD11B1-AS1,TXNIP,RCBTB2,IL13RA1,UBE2H,ANXA4,MR1,HLA-DQA1,TNFRSF14	37
SENGUPTA_EBNA1_ANTICORRELATED	0.000100321027287319	0.00396822649868476	-0.465158549923154	-1.69597153764572	0	112	COTL1,ZFYVE28,RAPGEF1,SERPINB9P1,TNFRSF18,HLA-A,SYT11,STK10,MCF2L,GDPD5,CYFIP2,PLAAT3,FMNL1,ZDHHC14,GADD45B,TRAF3IP3,CTLA4,TNFSF14,NLRC5,LRCH4,PLEKHF1,ARHGEF1,DNHD1,CLEC2D,CISH,TNFSF13,SAP25,EFTUD2,BORCS6,CRYBG2,AURKAIP1,TRAC,PPP1R9B,PTPRE,EPN2,UBE2O,RPS6KA1,KIAA0513,SFXN3,SREBF1,UVSSA,PPARD,ZBTB17,TFEB,LIMS2,VAV2,ABCB9,ARL10,SIDT2,SLC39A3,CACNA1I,CES4A,TTLL3,HLA-F,SYMPK,WDR81,R3HDM2,SMPD3,ARHGAP27,LIMD1,B3GALT4,ARHGAP4,SPG7,GALNS,ANXA11,PHYKPL,PARP15,RRP1,RASAL3,WBP1L,STARD3,PLEKHM1	38
LINDGREN_BLADDER_CANCER_CLUSTER_2B	1e-04	0.00396822649868476	-0.439272756590408	-1.67909371699042	0	242	PTK2,IQGAP2,COTL1,MICAL2,IL10RA,ITK,YWHAZ,BIRC3,IL32,ARHGAP15,AIF1,PRKCH,TNFAIP3,EMP3,IL7R,RUNX2,RUNX3,MYO1F,FYN,FYB1,GRK5,CELF2,ISG20,PPP1R18,JUN,TRAF1,LCP1,MPP1,FILIP1L,RAC2,LYZ,CRIP1,RGS10,RALB,RPS19BP1,MSN,YKT6,CHSY1,TACC1,LAPTM5,SELL,TSC22D3,TCF7,ST6GAL1,ITGAL,CD52,SLFN11,CALM1,IFITM2,MT2A,TMEM131L,IFITM1,WHRN,GADD45B,NFKBIZ,ANXA6,PHTF2,ARHGAP30,HLA-DMA,SERPINF1,SAMSN1,SOCS3,PPP1R16B,LCP2,RHOH,CDC42EP3,MALT1,CXCR4,HLA-E,MAP3K20,IER2,CYBB,NEK6,PRKAR1A,FAM200B,LGALS1,DUSP5,MAFB,CERK,TTC7A,MT1X,MAPK7,PNMA1,TGFBR1,UBE2J2,SH3KBP1,HLA-DRB5,NFKBIA,CYTH4,ARL4C,SREBF1,SAMHD1,RNASE6,PPP1R12B,IGLC1,HLA-DPB1,RELL1,KLRG1,MT1E,FERMT3,C3AR1,LAT2	39
